chunk_id,doc_id,pdf_page,chunk_ordinal,source_channel,chars,actual_text_tokens,actual_rendered_tokens,est_tokens,est_prompt_tokens,header_increment,chars_per_actual_token,ratio_text_actual_over_est,ratio_rendered_actual_over_est_prompt,labels
EMM:p119:0,EMM,119,0,native,950,212,222,237,251,10,4.481132,0.894515,0.884462,none_observed
EMM:p11:0,EMM,11,0,native,1331,338,350,332,346,12,3.93787,1.018072,1.011561,none_observed
EMM:p11:1,EMM,11,1,native,649,133,145,162,176,12,4.879699,0.820988,0.823864,none_observed
EMM:p120:0,EMM,120,0,native,501,98,108,125,139,10,5.112245,0.784,0.776978,none_observed
EMM:p121:0,EMM,121,0,native,338,67,77,84,98,10,5.044776,0.797619,0.785714,none_observed
EMM:p121:1,EMM,121,1,native,1280,149,159,320,334,10,8.590604,0.465625,0.476048,none_observed
EMM:p121:2,EMM,121,2,native,342,42,52,85,99,10,8.142857,0.494118,0.525253,none_observed
EMM:p121:3,EMM,121,3,native,818,198,208,204,218,10,4.131313,0.970588,0.954128,none_observed
EMM:p122:0,EMM,122,0,native,1285,271,281,321,335,10,4.741697,0.844237,0.838806,none_observed
EMM:p123:0,EMM,123,0,native,445,95,105,111,125,10,4.684211,0.855856,0.84,none_observed
EMM:p123:1,EMM,123,1,native,1357,196,206,339,353,10,6.923469,0.578171,0.583569,none_observed
EMM:p123:2,EMM,123,2,native,282,56,66,70,84,10,5.035714,0.8,0.785714,none_observed
EMM:p124:0,EMM,124,0,native,753,94,104,188,202,10,8.010638,0.5,0.514851,none_observed
EMM:p125:0,EMM,125,0,native,1322,242,252,330,344,10,5.46281,0.733333,0.732558,none_observed
EMM:p125:1,EMM,125,1,native,528,104,114,132,146,10,5.076923,0.787879,0.780822,none_observed
EMM:p126:0,EMM,126,0,native,1327,275,285,331,345,10,4.825455,0.830816,0.826087,none_observed
EMM:p126:1,EMM,126,1,native,615,143,153,153,167,10,4.300699,0.934641,0.916168,none_observed
EMM:p127:0,EMM,127,0,native,1066,252,262,266,280,10,4.230159,0.947368,0.935714,none_observed
EMM:p128:0,EMM,128,0,native,278,57,67,69,83,10,4.877193,0.826087,0.807229,none_observed
EMM:p128:1,EMM,128,1,native,1328,297,307,332,346,10,4.47138,0.894578,0.887283,none_observed
EMM:p128:2,EMM,128,2,native,1358,292,302,339,353,10,4.650685,0.861357,0.855524,none_observed
EMM:p128:3,EMM,128,3,native,321,76,86,80,94,10,4.223684,0.95,0.914894,none_observed
EMM:p129:0,EMM,129,0,native,1216,241,251,304,318,10,5.045643,0.792763,0.789308,none_observed
EMM:p12:0,EMM,12,0,native,1388,223,236,347,361,13,6.224215,0.642651,0.65374,none_observed
EMM:p12:1,EMM,12,1,native,1329,244,257,332,346,13,5.446721,0.73494,0.742775,none_observed
EMM:p12:2,EMM,12,2,native,781,153,166,195,209,13,5.104575,0.784615,0.794258,none_observed
EMM:p130:0,EMM,130,0,native,1217,264,274,304,318,10,4.609848,0.868421,0.861635,none_observed
EMM:p130:1,EMM,130,1,native,510,123,133,127,141,10,4.146341,0.968504,0.943262,none_observed
EMM:p131:0,EMM,131,0,native,905,190,200,226,240,10,4.763158,0.840708,0.833333,none_observed
EMM:p131:1,EMM,131,1,native,1363,325,335,340,354,10,4.193846,0.955882,0.946328,none_observed
EMM:p132:0,EMM,132,0,native,1045,211,221,261,275,10,4.952607,0.808429,0.803636,none_observed
EMM:p132:1,EMM,132,1,native,534,102,112,133,147,10,5.235294,0.766917,0.761905,none_observed
EMM:p133:0,EMM,133,0,native,1379,284,294,344,358,10,4.855634,0.825581,0.821229,none_observed
EMM:p133:1,EMM,133,1,native,307,65,75,76,90,10,4.723077,0.855263,0.833333,none_observed
EMM:p134:0,EMM,134,0,native,1395,265,275,348,362,10,5.264151,0.761494,0.759669,none_observed
EMM:p134:1,EMM,134,1,native,266,51,61,66,80,10,5.215686,0.772727,0.7625,none_observed
EMM:p134:2,EMM,134,2,native,545,110,120,136,150,10,4.954545,0.808824,0.8,none_observed
EMM:p135:0,EMM,135,0,native,1278,259,269,319,333,10,4.934363,0.811912,0.807808,none_observed
EMM:p135:1,EMM,135,1,native,952,226,236,238,252,10,4.212389,0.94958,0.936508,none_observed
EMM:p136:0,EMM,136,0,native,1211,293,303,302,316,10,4.133106,0.970199,0.958861,none_observed
EMM:p136:1,EMM,136,1,native,555,146,156,138,152,10,3.80137,1.057971,1.026316,none_observed
EMM:p137:0,EMM,137,0,native,1397,278,288,349,363,10,5.02518,0.796562,0.793388,none_observed
EMM:p137:1,EMM,137,1,native,741,163,173,185,199,10,4.546012,0.881081,0.869347,none_observed
EMM:p138:0,EMM,138,0,native,1364,289,299,341,355,10,4.719723,0.847507,0.842254,none_observed
EMM:p138:1,EMM,138,1,native,1072,254,264,268,282,10,4.220472,0.947761,0.93617,none_observed
EMM:p139:0,EMM,139,0,native,1017,230,240,254,268,10,4.421739,0.905512,0.895522,none_observed
EMM:p139:1,EMM,139,1,native,1029,229,239,257,271,10,4.49345,0.891051,0.881919,none_observed
EMM:p13:0,EMM,13,0,native,1348,351,363,337,351,12,3.840456,1.041543,1.034188,none_observed
EMM:p13:1,EMM,13,1,native,791,195,207,197,211,12,4.05641,0.989848,0.981043,none_observed
EMM:p140:0,EMM,140,0,native,1333,290,300,333,347,10,4.596552,0.870871,0.864553,none_observed
EMM:p140:1,EMM,140,1,native,289,70,80,72,86,10,4.128571,0.972222,0.930233,none_observed
EMM:p141:0,EMM,141,0,native,1131,228,238,282,296,10,4.960526,0.808511,0.804054,none_observed
EMM:p142:0,EMM,142,0,native,1365,279,289,341,355,10,4.892473,0.818182,0.814085,none_observed
EMM:p142:1,EMM,142,1,native,422,78,88,105,119,10,5.410256,0.742857,0.739496,none_observed
EMM:p143:0,EMM,143,0,native,965,134,144,241,255,10,7.201493,0.556017,0.564706,none_observed
EMM:p144:0,EMM,144,0,native,236,37,47,59,73,10,6.378378,0.627119,0.643836,none_observed
EMM:p145:0,EMM,145,0,native,1323,271,281,330,344,10,4.881919,0.821212,0.81686,none_observed
EMM:p145:1,EMM,145,1,native,401,79,89,100,114,10,5.075949,0.79,0.780702,none_observed
EMM:p146:0,EMM,146,0,native,1285,269,279,321,335,10,4.776952,0.838006,0.832836,none_observed
EMM:p146:1,EMM,146,1,native,360,77,87,90,104,10,4.675325,0.855556,0.836538,none_observed
EMM:p147:0,EMM,147,0,native,1293,279,289,323,337,10,4.634409,0.863777,0.857567,none_observed
EMM:p147:1,EMM,147,1,native,502,86,96,125,139,10,5.837209,0.688,0.690647,none_observed
EMM:p148:0,EMM,148,0,native,715,121,131,178,192,10,5.909091,0.679775,0.682292,none_observed
EMM:p149:0,EMM,149,0,native,120,24,34,30,44,10,5.0,0.8,0.772727,none_observed
EMM:p149:1,EMM,149,1,native,1362,141,151,340,354,10,9.659574,0.414706,0.426554,none_observed
EMM:p149:2,EMM,149,2,native,429,65,75,107,121,10,6.6,0.607477,0.619835,none_observed
EMM:p149:3,EMM,149,3,native,562,97,107,140,154,10,5.793814,0.692857,0.694805,none_observed
EMM:p14:0,EMM,14,0,native,1344,226,240,336,350,14,5.946903,0.672619,0.685714,none_observed
EMM:p14:1,EMM,14,1,native,958,167,181,239,253,14,5.736527,0.698745,0.715415,none_observed
EMM:p150:0,EMM,150,0,native,964,165,175,241,255,10,5.842424,0.684647,0.686275,none_observed
EMM:p150:1,EMM,150,1,native,1315,214,224,328,342,10,6.14486,0.652439,0.654971,none_observed
EMM:p150:2,EMM,150,2,native,424,73,83,106,120,10,5.808219,0.688679,0.691667,none_observed
EMM:p151:0,EMM,151,0,native,1061,242,252,265,279,10,4.384298,0.913208,0.903226,none_observed
EMM:p151:1,EMM,151,1,native,380,81,91,95,109,10,4.691358,0.852632,0.834862,none_observed
EMM:p152:0,EMM,152,0,native,1196,260,270,299,313,10,4.6,0.869565,0.86262,none_observed
EMM:p152:1,EMM,152,1,native,1051,219,229,262,276,10,4.799087,0.835878,0.82971,none_observed
EMM:p153:0,EMM,153,0,native,995,222,232,248,262,10,4.481982,0.895161,0.885496,none_observed
EMM:p153:1,EMM,153,1,native,1181,241,251,295,309,10,4.900415,0.816949,0.812298,none_observed
EMM:p154:0,EMM,154,0,native,1072,205,215,268,282,10,5.229268,0.764925,0.762411,none_observed
EMM:p155:0,EMM,155,0,native,1252,252,262,313,327,10,4.968254,0.805112,0.801223,none_observed
EMM:p155:1,EMM,155,1,native,907,210,220,226,240,10,4.319048,0.929204,0.916667,none_observed
EMM:p156:0,EMM,156,0,native,250,57,67,62,76,10,4.385965,0.919355,0.881579,none_observed
EMM:p156:1,EMM,156,1,native,1396,314,324,349,363,10,4.44586,0.899713,0.892562,none_observed
EMM:p156:2,EMM,156,2,native,830,177,187,207,221,10,4.689266,0.855072,0.846154,none_observed
EMM:p157:0,EMM,157,0,native,1248,279,289,312,326,10,4.473118,0.894231,0.886503,none_observed
EMM:p157:1,EMM,157,1,native,746,165,175,186,200,10,4.521212,0.887097,0.875,none_observed
EMM:p158:0,EMM,158,0,native,856,179,189,214,228,10,4.782123,0.836449,0.828947,none_observed
EMM:p159:0,EMM,159,0,native,1324,301,311,331,345,10,4.398671,0.909366,0.901449,none_observed
EMM:p15:0,EMM,15,0,native,1315,226,236,328,342,10,5.818584,0.689024,0.690058,none_observed
EMM:p15:1,EMM,15,1,native,962,165,175,240,254,10,5.830303,0.6875,0.688976,none_observed
EMM:p160:0,EMM,160,0,native,1367,288,298,341,355,10,4.746528,0.844575,0.839437,none_observed
EMM:p160:1,EMM,160,1,native,864,182,192,216,230,10,4.747253,0.842593,0.834783,none_observed
EMM:p161:0,EMM,161,0,native,1233,253,263,308,322,10,4.873518,0.821429,0.81677,none_observed
EMM:p161:1,EMM,161,1,native,872,173,183,218,232,10,5.040462,0.793578,0.788793,none_observed
EMM:p162:0,EMM,162,0,native,816,198,208,204,218,10,4.121212,0.970588,0.954128,none_observed
EMM:p162:1,EMM,162,1,native,1344,287,297,336,350,10,4.682927,0.854167,0.848571,none_observed
EMM:p163:0,EMM,163,0,native,1137,276,286,284,298,10,4.119565,0.971831,0.959732,none_observed
EMM:p163:1,EMM,163,1,native,1220,256,266,305,319,10,4.765625,0.839344,0.833856,none_observed
EMM:p164:0,EMM,164,0,native,1394,295,305,348,362,10,4.725424,0.847701,0.842541,none_observed
EMM:p164:1,EMM,164,1,native,956,181,191,239,253,10,5.281768,0.757322,0.754941,none_observed
EMM:p165:0,EMM,165,0,native,1190,263,273,297,311,10,4.524715,0.885522,0.877814,none_observed
EMM:p165:1,EMM,165,1,native,975,205,215,243,257,10,4.756098,0.843621,0.836576,none_observed
EMM:p166:0,EMM,166,0,native,779,163,173,194,208,10,4.779141,0.840206,0.831731,none_observed
EMM:p166:1,EMM,166,1,native,1354,331,341,338,352,10,4.090634,0.97929,0.96875,none_observed
EMM:p167:0,EMM,167,0,native,1064,270,280,266,280,10,3.940741,1.015038,1.0,none_observed
EMM:p167:1,EMM,167,1,native,1024,205,215,256,270,10,4.995122,0.800781,0.796296,none_observed
EMM:p168:0,EMM,168,0,native,1330,273,283,332,346,10,4.871795,0.822289,0.817919,none_observed
EMM:p168:1,EMM,168,1,native,164,29,39,41,55,10,5.655172,0.707317,0.709091,none_observed
EMM:p169:0,EMM,169,0,native,1323,269,279,330,344,10,4.918216,0.815152,0.811047,none_observed
EMM:p169:1,EMM,169,1,native,787,143,153,196,210,10,5.503497,0.729592,0.728571,none_observed
EMM:p16:0,EMM,16,0,native,1131,202,212,282,296,10,5.59901,0.716312,0.716216,none_observed
EMM:p16:1,EMM,16,1,native,860,143,153,215,229,10,6.013986,0.665116,0.668122,none_observed
EMM:p170:0,EMM,170,0,native,1197,175,185,299,313,10,6.84,0.585284,0.591054,none_observed
EMM:p170:1,EMM,170,1,native,1053,139,149,263,277,10,7.57554,0.528517,0.537906,none_observed
EMM:p171:0,EMM,171,0,native,1355,217,227,338,352,10,6.24424,0.642012,0.644886,none_observed
EMM:p172:0,EMM,172,0,native,1037,193,203,259,273,10,5.373057,0.745174,0.74359,none_observed
EMM:p173:0,EMM,173,0,native,1358,243,253,339,353,10,5.588477,0.716814,0.716714,none_observed
EMM:p173:1,EMM,173,1,native,209,38,48,52,66,10,5.5,0.730769,0.727273,none_observed
EMM:p17:0,EMM,17,0,native,1398,258,268,349,363,10,5.418605,0.739255,0.738292,none_observed
EMM:p18:0,EMM,18,0,native,725,113,123,181,195,10,6.415929,0.624309,0.630769,none_observed
EMM:p18:1,EMM,18,1,native,1390,243,253,347,361,10,5.720165,0.700288,0.700831,none_observed
EMM:p19:0,EMM,19,0,native,508,105,115,127,141,10,4.838095,0.826772,0.815603,none_observed
EMM:p20:0,EMM,20,0,native,1364,293,303,341,355,10,4.65529,0.859238,0.853521,none_observed
EMM:p20:1,EMM,20,1,native,577,111,121,144,158,10,5.198198,0.770833,0.765823,none_observed
EMM:p21:0,EMM,21,0,native,1042,236,246,260,274,10,4.415254,0.907692,0.89781,none_observed
EMM:p22:0,EMM,22,0,native,767,137,147,191,205,10,5.59854,0.717277,0.717073,none_observed
EMM:p22:1,EMM,22,1,native,1397,298,308,349,363,10,4.687919,0.853868,0.848485,none_observed
EMM:p22:2,EMM,22,2,native,390,88,98,97,111,10,4.431818,0.907216,0.882883,none_observed
EMM:p23:0,EMM,23,0,native,515,105,115,128,142,10,4.904762,0.820312,0.809859,none_observed
EMM:p23:1,EMM,23,1,native,1364,272,282,341,355,10,5.014706,0.797654,0.794366,none_observed
EMM:p23:2,EMM,23,2,native,275,50,60,68,82,10,5.5,0.735294,0.731707,none_observed
EMM:p23:3,EMM,23,3,native,1154,242,252,288,302,10,4.768595,0.840278,0.834437,none_observed
EMM:p24:0,EMM,24,0,native,669,130,140,167,181,10,5.146154,0.778443,0.773481,none_observed
EMM:p24:1,EMM,24,1,native,1334,290,300,333,347,10,4.6,0.870871,0.864553,none_observed
EMM:p24:2,EMM,24,2,native,190,41,51,47,61,10,4.634146,0.87234,0.836066,none_observed
EMM:p25:0,EMM,25,0,native,1259,232,242,314,328,10,5.426724,0.738854,0.737805,none_observed
EMM:p25:1,EMM,25,1,native,1385,287,297,346,360,10,4.825784,0.82948,0.825,none_observed
EMM:p26:0,EMM,26,0,native,874,169,179,218,232,10,5.171598,0.775229,0.771552,none_observed
EMM:p27:0,EMM,27,0,native,1115,189,199,278,292,10,5.899471,0.679856,0.681507,none_observed
EMM:p27:1,EMM,27,1,native,947,183,193,236,250,10,5.174863,0.775424,0.772,none_observed
EMM:p27:2,EMM,27,2,native,791,142,152,197,211,10,5.570423,0.720812,0.720379,none_observed
EMM:p28:0,EMM,28,0,native,1048,181,191,262,276,10,5.790055,0.69084,0.692029,none_observed
EMM:p28:1,EMM,28,1,native,983,177,187,245,259,10,5.553672,0.722449,0.722008,none_observed
EMM:p29:0,EMM,29,0,native,1367,234,244,341,355,10,5.84188,0.686217,0.687324,none_observed
EMM:p29:1,EMM,29,1,native,970,189,199,242,256,10,5.132275,0.780992,0.777344,none_observed
EMM:p29:2,EMM,29,2,native,549,149,159,137,151,10,3.684564,1.087591,1.05298,none_observed
EMM:p2:0,EMM,2,0,native,1313,254,266,328,342,12,5.169291,0.77439,0.777778,none_observed
EMM:p2:1,EMM,2,1,native,1196,250,262,299,313,12,4.784,0.83612,0.837061,none_observed
EMM:p2:2,EMM,2,2,native,1338,248,260,334,348,12,5.395161,0.742515,0.747126,none_observed
EMM:p2:3,EMM,2,3,native,982,209,221,245,259,12,4.698565,0.853061,0.853282,none_observed
EMM:p30:0,EMM,30,0,native,1190,203,213,297,311,10,5.862069,0.683502,0.684887,none_observed
EMM:p30:1,EMM,30,1,native,1074,216,226,268,282,10,4.972222,0.80597,0.801418,none_observed
EMM:p30:2,EMM,30,2,native,771,138,148,192,206,10,5.586957,0.71875,0.718447,none_observed
EMM:p31:0,EMM,31,0,native,897,142,152,224,238,10,6.316901,0.633929,0.638655,none_observed
EMM:p31:1,EMM,31,1,native,1080,178,188,270,284,10,6.067416,0.659259,0.661972,none_observed
EMM:p31:2,EMM,31,2,native,337,71,81,84,98,10,4.746479,0.845238,0.826531,none_observed
EMM:p32:0,EMM,32,0,native,1002,243,253,250,264,10,4.123457,0.972,0.958333,none_observed
EMM:p32:1,EMM,32,1,native,1175,245,255,293,307,10,4.795918,0.836177,0.830619,none_observed
EMM:p32:2,EMM,32,2,native,213,44,54,53,67,10,4.840909,0.830189,0.80597,none_observed
EMM:p33:0,EMM,33,0,native,1386,298,308,346,360,10,4.651007,0.861272,0.855556,none_observed
EMM:p33:1,EMM,33,1,native,339,67,77,84,98,10,5.059701,0.797619,0.785714,none_observed
EMM:p34:0,EMM,34,0,native,1296,233,243,324,338,10,5.562232,0.719136,0.718935,none_observed
EMM:p34:1,EMM,34,1,native,607,128,138,151,165,10,4.742188,0.847682,0.836364,none_observed
EMM:p35:0,EMM,35,0,native,1426,159,169,356,370,10,8.968553,0.446629,0.456757,none_observed
EMM:p35:1,EMM,35,1,native,1273,190,200,318,332,10,6.7,0.597484,0.60241,none_observed
EMM:p35:2,EMM,35,2,native,1328,150,160,332,346,10,8.853333,0.451807,0.462428,none_observed
EMM:p35:3,EMM,35,3,native,623,83,93,155,169,10,7.506024,0.535484,0.550296,none_observed
EMM:p36:0,EMM,36,0,native,1318,145,155,329,343,10,9.089655,0.440729,0.451895,none_observed
EMM:p36:1,EMM,36,1,native,1295,139,149,323,337,10,9.316547,0.430341,0.442136,none_observed
EMM:p36:2,EMM,36,2,native,1232,120,130,308,322,10,10.266667,0.38961,0.403727,none_observed
EMM:p36:3,EMM,36,3,native,827,101,111,206,220,10,8.188119,0.490291,0.504545,none_observed
EMM:p37:0,EMM,37,0,native,1376,172,182,344,358,10,8.0,0.5,0.50838,none_observed
EMM:p37:1,EMM,37,1,native,1291,135,145,322,336,10,9.562963,0.419255,0.431548,none_observed
EMM:p37:2,EMM,37,2,native,1303,146,156,325,339,10,8.924658,0.449231,0.460177,none_observed
EMM:p37:3,EMM,37,3,native,1275,151,161,318,332,10,8.443709,0.474843,0.48494,none_observed
EMM:p38:0,EMM,38,0,native,1393,187,197,348,362,10,7.449198,0.537356,0.544199,none_observed
EMM:p38:1,EMM,38,1,native,1139,146,156,284,298,10,7.80137,0.514085,0.52349,none_observed
EMM:p38:2,EMM,38,2,native,590,135,145,147,161,10,4.37037,0.918367,0.900621,none_observed
EMM:p39:0,EMM,39,0,native,982,207,217,245,259,10,4.743961,0.844898,0.837838,none_observed
EMM:p39:1,EMM,39,1,native,1319,213,223,329,343,10,6.192488,0.647416,0.650146,none_observed
EMM:p39:2,EMM,39,2,native,906,118,128,226,240,10,7.677966,0.522124,0.533333,none_observed
EMM:p3:0,EMM,3,0,native,819,128,140,204,218,12,6.398438,0.627451,0.642202,none_observed
EMM:p3:1,EMM,3,1,native,1105,271,283,276,290,12,4.077491,0.981884,0.975862,none_observed
EMM:p40:0,EMM,40,0,native,1363,223,233,340,354,10,6.112108,0.655882,0.658192,none_observed
EMM:p40:1,EMM,40,1,native,1386,267,277,346,360,10,5.191011,0.771676,0.769444,none_observed
EMM:p41:0,EMM,41,0,native,872,178,188,218,232,10,4.898876,0.816514,0.810345,none_observed
EMM:p42:0,EMM,42,0,native,1373,210,220,343,357,10,6.538095,0.612245,0.616246,none_observed
EMM:p42:1,EMM,42,1,native,931,157,167,232,246,10,5.929936,0.676724,0.678862,none_observed
EMM:p43:0,EMM,43,0,native,1143,210,220,285,299,10,5.442857,0.736842,0.735786,none_observed
EMM:p43:1,EMM,43,1,native,1318,189,199,329,343,10,6.973545,0.574468,0.580175,none_observed
EMM:p43:2,EMM,43,2,native,430,60,70,107,121,10,7.166667,0.560748,0.578512,none_observed
EMM:p44:0,EMM,44,0,native,1203,288,298,300,314,10,4.177083,0.96,0.949045,none_observed
EMM:p45:0,EMM,45,0,native,1487,295,305,371,385,10,5.040678,0.795148,0.792208,none_observed
EMM:p46:0,EMM,46,0,native,1288,230,240,322,336,10,5.6,0.714286,0.714286,none_observed
EMM:p46:1,EMM,46,1,native,1276,164,174,319,333,10,7.780488,0.514107,0.522523,none_observed
EMM:p46:2,EMM,46,2,native,150,28,38,37,51,10,5.357143,0.756757,0.745098,none_observed
EMM:p47:0,EMM,47,0,native,1331,228,238,332,346,10,5.837719,0.686747,0.687861,none_observed
EMM:p47:1,EMM,47,1,native,198,34,44,49,63,10,5.823529,0.693878,0.698413,none_observed
EMM:p48:0,EMM,48,0,native,334,68,78,83,97,10,4.911765,0.819277,0.804124,none_observed
EMM:p49:0,EMM,49,0,native,923,174,184,230,244,10,5.304598,0.756522,0.754098,none_observed
EMM:p49:1,EMM,49,1,native,1226,235,245,306,320,10,5.217021,0.767974,0.765625,none_observed
EMM:p4:0,EMM,4,0,native,1004,188,200,251,265,12,5.340426,0.749004,0.754717,none_observed
EMM:p4:1,EMM,4,1,native,1216,301,313,304,318,12,4.039867,0.990132,0.984277,none_observed
EMM:p50:0,EMM,50,0,native,1227,210,220,306,320,10,5.842857,0.686275,0.6875,none_observed
EMM:p51:0,EMM,51,0,native,1299,248,258,324,338,10,5.237903,0.765432,0.763314,none_observed
EMM:p51:1,EMM,51,1,native,1172,227,237,293,307,10,5.162996,0.774744,0.771987,none_observed
EMM:p52:0,EMM,52,0,native,922,178,188,230,244,10,5.179775,0.773913,0.770492,none_observed
EMM:p52:1,EMM,52,1,native,1486,280,290,371,385,10,5.307143,0.754717,0.753247,none_observed
EMM:p53:0,EMM,53,0,native,1348,264,274,337,351,10,5.106061,0.783383,0.780627,none_observed
EMM:p53:1,EMM,53,1,native,1119,209,219,279,293,10,5.354067,0.749104,0.74744,none_observed
EMM:p53:2,EMM,53,2,native,669,130,140,167,181,10,5.146154,0.778443,0.773481,none_observed
EMM:p54:0,EMM,54,0,native,1309,253,263,327,341,10,5.173913,0.7737,0.771261,none_observed
EMM:p54:1,EMM,54,1,native,1346,266,276,336,350,10,5.06015,0.791667,0.788571,none_observed
EMM:p55:0,EMM,55,0,native,786,143,153,196,210,10,5.496503,0.729592,0.728571,none_observed
EMM:p56:0,EMM,56,0,native,562,97,107,140,154,10,5.793814,0.692857,0.694805,none_observed
EMM:p56:1,EMM,56,1,native,1350,244,254,337,351,10,5.532787,0.724036,0.723647,none_observed
EMM:p56:2,EMM,56,2,native,1485,292,302,371,385,10,5.085616,0.787062,0.784416,none_observed
EMM:p57:0,EMM,57,0,native,1161,209,219,290,304,10,5.555024,0.72069,0.720395,none_observed
EMM:p57:1,EMM,57,1,native,1335,281,291,333,347,10,4.75089,0.843844,0.838617,none_observed
EMM:p58:0,EMM,58,0,native,1055,203,213,263,277,10,5.197044,0.771863,0.768953,none_observed
EMM:p58:1,EMM,58,1,native,1302,251,261,325,339,10,5.187251,0.772308,0.769912,none_observed
EMM:p59:0,EMM,59,0,native,470,81,91,117,131,10,5.802469,0.692308,0.694656,none_observed
EMM:p59:1,EMM,59,1,native,1134,212,222,283,297,10,5.349057,0.749117,0.747475,none_observed
EMM:p59:2,EMM,59,2,native,870,171,181,217,231,10,5.087719,0.788018,0.78355,none_observed
EMM:p5:0,EMM,5,0,native,900,189,201,225,239,12,4.761905,0.84,0.841004,none_observed
EMM:p5:1,EMM,5,1,native,1165,275,287,291,305,12,4.236364,0.945017,0.940984,none_observed
EMM:p60:0,EMM,60,0,native,1071,227,237,267,281,10,4.718062,0.850187,0.843416,none_observed
EMM:p60:1,EMM,60,1,native,767,147,157,191,205,10,5.217687,0.769634,0.765854,none_observed
EMM:p61:0,EMM,61,0,native,1004,162,172,251,265,10,6.197531,0.645418,0.649057,none_observed
EMM:p61:1,EMM,61,1,native,1391,261,271,347,361,10,5.329502,0.752161,0.750693,none_observed
EMM:p61:2,EMM,61,2,native,140,26,36,35,49,10,5.384615,0.742857,0.734694,none_observed
EMM:p62:0,EMM,62,0,native,941,201,211,235,249,10,4.681592,0.855319,0.84739,none_observed
EMM:p62:1,EMM,62,1,native,1302,240,250,325,339,10,5.425,0.738462,0.737463,none_observed
EMM:p63:0,EMM,63,0,native,1311,257,267,327,341,10,5.101167,0.785933,0.782991,none_observed
EMM:p63:1,EMM,63,1,native,1204,205,215,301,315,10,5.873171,0.681063,0.68254,none_observed
EMM:p64:0,EMM,64,0,native,1370,248,258,342,356,10,5.524194,0.725146,0.724719,none_observed
EMM:p64:1,EMM,64,1,native,577,121,131,144,158,10,4.768595,0.840278,0.829114,none_observed
EMM:p65:0,EMM,65,0,native,1335,273,283,333,347,10,4.89011,0.81982,0.815562,none_observed
EMM:p65:1,EMM,65,1,native,140,21,31,35,49,10,6.666667,0.6,0.632653,none_observed
EMM:p66:0,EMM,66,0,native,1140,211,221,285,299,10,5.402844,0.740351,0.73913,none_observed
EMM:p66:1,EMM,66,1,native,930,215,225,232,246,10,4.325581,0.926724,0.914634,none_observed
EMM:p67:0,EMM,67,0,native,505,101,111,126,140,10,5.0,0.801587,0.792857,none_observed
EMM:p68:0,EMM,68,0,native,1223,234,244,305,319,10,5.226496,0.767213,0.76489,none_observed
EMM:p68:1,EMM,68,1,native,1261,240,250,315,329,10,5.254167,0.761905,0.759878,none_observed
EMM:p69:0,EMM,69,0,native,1115,154,164,278,292,10,7.24026,0.553957,0.561644,none_observed
EMM:p69:1,EMM,69,1,native,1238,117,127,309,323,10,10.581197,0.378641,0.393189,none_observed
EMM:p69:2,EMM,69,2,native,346,36,46,86,100,10,9.611111,0.418605,0.46,none_observed
EMM:p69:3,EMM,69,3,native,998,184,194,249,263,10,5.423913,0.738956,0.737643,none_observed
EMM:p6:0,EMM,6,0,native,1275,278,290,318,332,12,4.586331,0.874214,0.873494,none_observed
EMM:p6:1,EMM,6,1,native,456,106,118,114,128,12,4.301887,0.929825,0.921875,none_observed
EMM:p70:0,EMM,70,0,native,1284,278,288,321,335,10,4.618705,0.866044,0.859701,none_observed
EMM:p70:1,EMM,70,1,native,791,175,185,197,211,10,4.52,0.888325,0.876777,none_observed
EMM:p71:0,EMM,71,0,native,1311,290,300,327,341,10,4.52069,0.88685,0.879765,none_observed
EMM:p72:0,EMM,72,0,native,1325,254,264,331,345,10,5.216535,0.767372,0.765217,none_observed
EMM:p72:1,EMM,72,1,native,1365,220,230,341,355,10,6.204545,0.645161,0.647887,none_observed
EMM:p72:2,EMM,72,2,native,184,33,43,46,60,10,5.575758,0.717391,0.716667,none_observed
EMM:p73:0,EMM,73,0,native,1382,317,327,345,359,10,4.359621,0.918841,0.910864,none_observed
EMM:p74:0,EMM,74,0,native,1051,175,185,262,276,10,6.005714,0.667939,0.67029,none_observed
EMM:p74:1,EMM,74,1,native,683,132,142,170,184,10,5.174242,0.776471,0.771739,none_observed
EMM:p75:0,EMM,75,0,native,1081,258,268,270,284,10,4.189922,0.955556,0.943662,none_observed
EMM:p76:0,EMM,76,0,native,1070,191,201,267,281,10,5.602094,0.715356,0.715302,none_observed
EMM:p77:0,EMM,77,0,native,1325,259,269,331,345,10,5.11583,0.782477,0.77971,none_observed
EMM:p77:1,EMM,77,1,native,1328,168,178,332,346,10,7.904762,0.506024,0.514451,none_observed
EMM:p77:2,EMM,77,2,native,430,28,38,107,121,10,15.357143,0.261682,0.31405,none_observed
EMM:p78:0,EMM,78,0,native,1240,244,254,310,324,10,5.081967,0.787097,0.783951,none_observed
EMM:p78:1,EMM,78,1,native,1047,238,248,261,275,10,4.39916,0.911877,0.901818,none_observed
EMM:p79:0,EMM,79,0,native,1009,192,202,252,266,10,5.255208,0.761905,0.759398,none_observed
EMM:p79:1,EMM,79,1,native,395,70,80,98,112,10,5.642857,0.714286,0.714286,none_observed
EMM:p79:2,EMM,79,2,native,1007,210,220,251,265,10,4.795238,0.836653,0.830189,none_observed
