pair_index,sep,left_chunk_id,right_chunk_id,left_rendered_tokens,right_rendered_tokens,joined_tokens,sep_incremental_tokens
1563,\n,FMM:p79:1,FMM:p79:2,224,176,401,1
1564,\n,FMM:p79:2,FMM:p79:3,176,52,229,1
1565,\n,FMM:p79:3,FMM:p80:0,52,227,280,1
1566,\n,FMM:p80:0,FMM:p80:1,227,341,569,1
1567,\n,FMM:p80:1,FMM:p81:0,341,299,640,0
1568,\n,FMM:p81:0,FMM:p81:1,299,99,398,0
1569,\n,FMM:p81:1,FMM:p82:0,99,342,441,0
1570,\n,FMM:p82:0,FMM:p82:1,342,224,566,0
1571,\n,FMM:p82:1,FMM:p82:2,224,67,292,1
1572,\n,FMM:p82:2,FMM:p83:0,67,182,249,0
1573,\n,FMM:p83:0,FMM:p83:1,182,195,378,1
1574,\n,FMM:p83:1,FMM:p83:2,195,100,296,1
1575,\n,FMM:p83:2,FMM:p84:0,100,186,286,0
1576,\n,FMM:p84:0,FMM:p84:1,186,169,355,0
1577,\n,FMM:p84:1,FMM:p85:0,169,563,732,0
1578,\n,FMM:p85:0,FMM:p86:0,563,534,1098,1
1579,\n,FMM:p86:0,FMM:p87:0,534,521,1056,1
1580,\n,FMM:p87:0,FMM:p88:0,521,504,1026,1
1581,\n,FMM:p88:0,FMM:p89:0,504,226,731,1
1582,\n,FMM:p89:0,FMM:p89:1,226,73,299,0
1583,\n,FMM:p89:1,FMM:p89:2,73,292,365,0
1584,\n,FMM:p89:2,FMM:p89:3,292,65,358,1
1585,\n,FMM:p89:3,FMM:p89:4,65,69,134,0
1586,\n,FMM:p89:4,FMM:p90:0,69,163,232,0
1587,\n,FMM:p90:0,FMM:p90:1,163,179,343,1
1588,\n,FMM:p90:1,FMM:p90:2,179,141,321,1
1589,\n,FMM:p90:2,FMM:p91:0,141,220,362,1
1590,\n,FMM:p91:0,FMM:p91:1,220,191,412,1
1591,\n,FMM:p91:1,FMM:p92:0,191,118,310,1
1592,\n,FMM:p92:0,FMM:p92:1,118,97,216,1
1593,\n,FMM:p92:1,FMM:p92:2,97,242,339,0
1594,\n,FMM:p92:2,FMM:p92:3,242,235,477,0
1595,\n,FMM:p92:3,FMM:p93:0,235,197,433,1
1596,\n,FMM:p93:0,FMM:p93:1,197,166,364,1
1597,\n,FMM:p93:1,FMM:p93:2,166,204,371,1
1598,\n,FMM:p93:2,FMM:p94:0,204,173,378,1
1599,\n,FMM:p94:0,FMM:p94:1,173,158,332,1
1600,\n,FMM:p94:1,FMM:p94:2,158,155,314,1
1601,\n,FMM:p94:2,FMM:p94:3,155,129,284,0
1602,\n,FMM:p94:3,FMM:p95:0,129,196,326,1
1603,\n,FMM:p95:0,FMM:p95:1,196,177,374,1
1604,\n,FMM:p95:1,FMM:p95:2,177,64,242,1
1605,\n,FMM:p95:2,FMM:p96:0,64,102,167,1
1606,\n,FMM:p96:0,FMM:p96:1,102,144,247,1
1607,\n,FMM:p96:1,FMM:p96:2,144,54,199,1
1608,\n,FMM:p96:2,FMM:p96:3,54,224,279,1
1609,\n,FMM:p96:3,FMM:p97:0,224,214,439,1
1610,\n,FMM:p97:0,FMM:p97:1,214,29,244,1
1611,\n,FMM:p97:1,FMM:p97:2,29,133,163,1
1612,\n,FMM:p97:2,FMM:p97:3,133,169,303,1
1613,\n,FMM:p97:3,FMM:p97:4,169,79,249,1
1614,\n,FMM:p97:4,FMM:p98:0,79,111,191,1
1615,\n,FMM:p98:0,FMM:p98:1,111,143,255,1
1616,\n,FMM:p98:1,FMM:p98:2,143,50,193,0
1617,\n,FMM:p98:2,FMM:p98:3,50,156,207,1
1618,\n,FMM:p98:3,FMM:p99:0,156,242,399,1
1619,\n,FMM:p99:0,FMM:p99:1,242,290,532,0
1620,\n,FMM:p99:1,FMM:p99:2,290,181,472,1
1621,\n,FMM:p99:2,FMM:p100:0,181,200,382,1
1622,\n,FMM:p100:0,FMM:p100:1,200,203,404,1
1623,\n,FMM:p100:1,FMM:p100:2,203,113,317,1
1624,\n,FMM:p100:2,FMM:p101:0,113,206,319,0
1625,\n,FMM:p101:0,FMM:p101:1,206,217,423,0
1626,\n,FMM:p101:1,FMM:p101:2,217,277,494,0
1627,\n,FMM:p101:2,FMM:p102:0,277,87,365,1
1628,\n,FMM:p102:0,FMM:p102:1,87,247,334,0
1629,\n,FMM:p102:1,FMM:p102:2,247,163,411,1
1630,\n,FMM:p102:2,FMM:p102:3,163,72,235,0
1631,\n,FMM:p102:3,FMM:p103:0,72,204,276,0
1632,\n,FMM:p103:0,FMM:p103:1,204,128,332,0
1633,\n,FMM:p103:1,FMM:p104:0,128,174,302,0
1634,\n,FMM:p104:0,FMM:p104:1,174,293,467,0
1635,\n,FMM:p104:1,FMM:p104:2,293,90,384,1
1636,\n,FMM:p104:2,FMM:p105:0,90,183,273,0
1637,\n,FMM:p105:0,FMM:p105:1,183,205,389,1
1638,\n,FMM:p105:1,FMM:p105:2,205,170,376,1
1639,\n,FMM:p105:2,FMM:p106:0,170,272,442,0
1640,\n,FMM:p106:0,FMM:p106:1,272,175,447,0
1641,\n,FMM:p106:1,FMM:p106:2,175,182,357,0
1642,\n,FMM:p106:2,FMM:p107:0,182,186,368,0
1643,\n,FMM:p107:0,FMM:p107:1,186,198,384,0
1644,\n,FMM:p107:1,FMM:p107:2,198,198,396,0
1645,\n,FMM:p107:2,FMM:p108:0,198,205,404,1
1646,\n,FMM:p108:0,FMM:p108:1,205,146,352,1
1647,\n,FMM:p108:1,FMM:p108:2,146,174,321,1
1648,\n,FMM:p108:2,FMM:p109:0,174,225,400,1
1649,\n,FMM:p109:0,FMM:p109:1,225,152,378,1
1650,\n,FMM:p109:1,FMM:p109:2,152,127,280,1
1651,\n,FMM:p109:2,FMM:p110:0,127,236,363,0
1652,\n,FMM:p110:0,FMM:p110:1,236,216,453,1
1653,\n,FMM:p110:1,FMM:p110:2,216,47,264,1
1654,\n,FMM:p110:2,FMM:p111:0,47,234,282,1
1655,\n,FMM:p111:0,FMM:p111:1,234,112,347,1
1656,\n,FMM:p111:1,FMM:p111:2,112,114,227,1
1657,\n,FMM:p111:2,FMM:p112:0,114,200,315,1
1658,\n,FMM:p112:0,FMM:p112:1,200,39,239,0
1659,\n,FMM:p112:1,FMM:p113:0,39,598,638,1
1660,\n,FMM:p113:0,FMM:p114:0,598,589,1188,1
1661,\n,FMM:p114:0,FMM:p115:0,589,470,1060,1
1662,\n,FMM:p115:0,FMM:p116:0,470,75,546,1
1663,\n,FMM:p116:0,FMM:p116:1,75,232,308,1
1664,\n,FMM:p116:1,FMM:p116:2,232,222,454,0
1665,\n,FMM:p116:2,FMM:p116:3,222,143,365,0
1666,\n,FMM:p116:3,FMM:p117:0,143,175,318,0
1667,\n,FMM:p117:0,FMM:p117:1,175,224,400,1
1668,\n,FMM:p117:1,FMM:p117:2,224,226,451,1
1669,\n,FMM:p117:2,FMM:p118:0,226,143,370,1
1670,\n,FMM:p118:0,FMM:p118:1,143,222,365,0
1671,\n,FMM:p118:1,FMM:p118:2,222,165,388,1
1672,\n,FMM:p118:2,FMM:p119:0,165,105,271,1
1673,\n,FMM:p119:0,FMM:p119:1,105,180,285,0
1674,\n,FMM:p119:1,FMM:p120:0,180,206,386,0
1675,\n,FMM:p120:0,FMM:p120:1,206,263,469,0
1676,\n,FMM:p120:1,FMM:p121:0,263,218,481,0
1677,\n,FMM:p121:0,FMM:p121:1,218,156,374,0
1678,\n,FMM:p121:1,FMM:p122:0,156,181,337,0
1679,\n,FMM:p122:0,FMM:p122:1,181,74,255,0
1680,\n,FMM:p122:1,FMM:p122:2,74,126,200,0
1681,\n,FMM:p122:2,FMM:p122:3,126,187,314,1
1682,\n,FMM:p122:3,FMM:p122:4,187,139,327,1
1683,\n,FMM:p122:4,FMM:p123:0,139,250,390,1
1684,\n,FMM:p123:0,FMM:p123:1,250,62,313,1
1685,\n,FMM:p123:1,FMM:p123:2,62,240,302,0
1686,\n,FMM:p123:2,FMM:p124:0,240,205,446,1
1687,\n,FMM:p124:0,FMM:p124:1,205,275,481,1
1688,\n,FMM:p124:1,FMM:p124:2,275,83,358,0
1689,\n,FMM:p124:2,FMM:p124:3,83,176,259,0
1690,\n,FMM:p124:3,FMM:p125:0,176,175,351,0
1691,\n,FMM:p125:0,FMM:p125:1,175,195,370,0
1692,\n,FMM:p125:1,FMM:p126:0,195,298,494,1
1693,\n,FMM:p126:0,FMM:p126:1,298,288,587,1
1694,\n,FMM:p126:1,FMM:p127:0,288,275,564,1
1695,\n,FMM:p127:0,FMM:p128:0,275,196,472,1
1696,\n,FMM:p128:0,FMM:p128:1,196,170,367,1
1697,\n,FMM:p128:1,FMM:p128:2,170,212,382,0
1698,\n,FMM:p128:2,FMM:p129:0,212,237,450,1
1699,\n,FMM:p129:0,FMM:p129:1,237,241,479,1
1700,\n,FMM:p129:1,FMM:p129:2,241,94,335,0
1701,\n,FMM:p129:2,FMM:p130:0,94,82,176,0
1702,\n,FMM:p130:0,FMM:p130:1,82,236,319,1
1703,\n,FMM:p130:1,FMM:p130:2,236,251,488,1
1704,\n,FMM:p130:2,FMM:p131:0,251,71,323,1
1705,\n,FMM:p131:0,FMM:p131:1,71,218,289,0
1706,\n,FMM:p131:1,FMM:p131:2,218,60,279,1
1707,\n,FMM:p131:2,FMM:p131:3,60,241,302,1
1708,\n,FMM:p131:3,FMM:p131:4,241,202,444,1
1709,\n,FMM:p131:4,FMM:p132:0,202,190,392,0
1710,\n,FMM:p132:0,FMM:p132:1,190,208,399,1
1711,\n,FMM:p132:1,FMM:p132:2,208,198,406,0
1712,\n,FMM:p132:2,FMM:p132:3,198,55,254,1
1713,\n,FMM:p132:3,FMM:p133:0,55,75,131,1
1714,\n,FMM:p133:0,FMM:p133:1,75,233,309,1
1715,\n,FMM:p133:1,FMM:p133:2,233,76,310,1
1716,\n,FMM:p133:2,FMM:p133:3,76,220,297,1
1717,\n,FMM:p133:3,FMM:p133:4,220,148,368,0
1718,\n,FMM:p133:4,FMM:p133:5,148,71,219,0
1719,\n,FMM:p133:5,FMM:p134:0,71,118,190,1
1720,\n,FMM:p134:0,FMM:p134:1,118,234,352,0
1721,\n,FMM:p134:1,FMM:p134:2,234,170,405,1
1722,\n,FMM:p134:2,FMM:p134:3,170,74,245,1
1723,\n,FMM:p134:3,FMM:p134:4,74,130,205,1
1724,\n,FMM:p134:4,FMM:p135:0,130,262,393,1
1725,\n,FMM:p135:0,FMM:p135:1,262,136,398,0
1726,\n,FMM:p135:1,FMM:p135:2,136,113,250,1
1727,\n,FMM:p135:2,FMM:p136:0,113,256,369,0
1728,\n,FMM:p136:0,FMM:p136:1,256,274,530,0
1729,\n,FMM:p136:1,FMM:p136:2,274,236,510,0
1730,\n,FMM:p136:2,FMM:p137:0,236,75,312,1
1731,\n,FMM:p137:0,FMM:p138:0,75,14,90,1
1732,\n,FMM:p138:0,FMM:p138:1,14,252,267,1
1733,\n,FMM:p138:1,FMM:p138:2,252,207,459,0
1734,\n,FMM:p138:2,FMM:p138:3,207,216,423,0
1735,\n,FMM:p138:3,FMM:p138:4,216,124,341,1
1736,\n,FMM:p138:4,FMM:p139:0,124,210,335,1
1737,\n,FMM:p139:0,FMM:p139:1,210,132,343,1
1738,\n,FMM:p139:1,FMM:p139:2,132,124,257,1
1739,\n,FMM:p139:2,FMM:p139:3,124,127,251,0
1740,\n,FMM:p139:3,FMM:p140:0,127,238,365,0
1741,\n,FMM:p140:0,FMM:p140:1,238,235,473,0
1742,\n,FMM:p140:1,FMM:p140:2,235,262,498,1
1743,\n,FMM:p140:2,FMM:p140:3,262,49,311,0
1744,\n,FMM:p140:3,FMM:p140:4,49,41,90,0
1745,\n,FMM:p140:4,FMM:p141:0,41,185,227,1
1746,\n,FMM:p141:0,FMM:p141:1,185,159,344,0
1747,\n,FMM:p141:1,FMM:p141:2,159,136,295,0
1748,\n,FMM:p141:2,FMM:p141:3,136,230,366,0
1749,\n,FMM:p141:3,FMM:p141:4,230,79,309,0
1750,\n,FMM:p141:4,FMM:p142:0,79,68,148,1
1751,\n,FMM:p142:0,FMM:p142:1,68,272,341,1
1752,\n,FMM:p142:1,FMM:p142:2,272,118,391,1
1753,\n,FMM:p142:2,FMM:p142:3,118,223,341,0
1754,\n,FMM:p142:3,FMM:p142:4,223,153,377,1
1755,\n,FMM:p142:4,FMM:p143:0,153,216,369,0
1756,\n,FMM:p143:0,FMM:p143:1,216,224,441,1
1757,\n,FMM:p143:1,FMM:p143:2,224,120,344,0
1758,\n,FMM:p143:2,FMM:p143:3,120,102,223,1
1759,\n,FMM:p143:3,FMM:p144:0,102,69,172,1
1760,\n,FMM:p144:0,FMM:p144:1,69,186,256,1
1761,\n,FMM:p144:1,FMM:p144:2,186,72,259,1
1762,\n,FMM:p144:2,FMM:p144:3,72,64,137,1
1763,\n,FMM:p144:3,FMM:p144:4,64,216,281,1
1764,\n,FMM:p144:4,FMM:p144:5,216,101,317,0
1765,\n,FMM:p144:5,FMM:p145:0,101,173,275,1
1766,\n,FMM:p145:0,FMM:p145:1,173,49,223,1
1767,\n,FMM:p145:1,FMM:p145:2,49,82,131,0
1768,\n,FMM:p145:2,FMM:p145:3,82,150,233,1
1769,\n,FMM:p145:3,FMM:p145:4,150,115,266,1
1770,\n,FMM:p145:4,FMM:p146:0,115,247,363,1
1771,\n,FMM:p146:0,FMM:p146:1,247,149,396,0
1772,\n,FMM:p146:1,FMM:p146:2,149,196,346,1
1773,\n,FMM:p146:2,FMM:p146:3,196,77,274,1
1774,\n,FMM:p146:3,FMM:p147:0,77,213,291,1
1775,\n,FMM:p147:0,FMM:p147:1,213,38,252,1
1776,\n,FMM:p147:1,FMM:p147:2,38,305,343,0
1777,\n,FMM:p147:2,FMM:p147:3,305,139,444,0
1778,\n,FMM:p147:3,FMM:p148:0,139,119,259,1
1779,\n,FMM:p148:0,FMM:p148:1,119,194,314,1
1780,\n,FMM:p148:1,FMM:p148:2,194,40,235,1
1781,\n,FMM:p148:2,FMM:p148:3,40,218,259,1
1782,\n,FMM:p148:3,FMM:p149:0,218,199,417,0
1783,\n,FMM:p149:0,FMM:p149:1,199,98,298,1
1784,\n,FMM:p149:1,FMM:p149:2,98,219,318,1
1785,\n,FMM:p149:2,FMM:p150:0,219,54,273,0
1786,\n,FMM:p150:0,FMM:p150:1,54,223,278,1
1787,\n,FMM:p150:1,FMM:p150:2,223,175,398,0
1788,\n,FMM:p150:2,FMM:p150:3,175,90,265,0
1789,\n,FMM:p150:3,FMM:p150:4,90,260,351,1
1790,\n,FMM:p150:4,FMM:p151:0,260,180,440,0
1791,\n,FMM:p151:0,FMM:p151:1,180,101,282,1
1792,\n,FMM:p151:1,FMM:p151:2,101,229,331,1
1793,\n,FMM:p151:2,FMM:p152:0,229,284,513,0
1794,\n,FMM:p152:0,FMM:p152:1,284,119,403,0
1795,\n,FMM:p152:1,FMM:p153:0,119,198,317,0
1796,\n,FMM:p153:0,FMM:p153:1,198,135,333,0
1797,\n,FMM:p153:1,FMM:p154:0,135,128,264,1
1798,\n,FMM:p154:0,FMM:p154:1,128,264,393,1
1799,\n,FMM:p154:1,FMM:p154:2,264,77,342,1
1800,\n,FMM:p154:2,FMM:p154:3,77,186,263,0
1801,\n,FMM:p154:3,FMM:p155:0,186,211,398,1
1802,\n,FMM:p155:0,FMM:p155:1,211,240,452,1
1803,\n,FMM:p155:1,FMM:p156:0,240,208,449,1
1804,\n,FMM:p156:0,FMM:p156:1,208,229,438,1
1805,\n,FMM:p156:1,FMM:p156:2,229,277,506,0
1806,\n,FMM:p156:2,FMM:p156:3,277,119,396,0
1807,\n,FMM:p156:3,FMM:p157:0,119,218,337,0
1808,\n,FMM:p157:0,FMM:p157:1,218,105,324,1
1809,\n,FMM:p157:1,FMM:p158:0,105,128,233,0
1810,\n,FMM:p158:0,FMM:p158:1,128,264,393,1
1811,\n,FMM:p158:1,FMM:p158:2,264,101,366,1
1812,\n,FMM:p158:2,FMM:p159:0,101,211,313,1
1813,\n,FMM:p159:0,FMM:p159:1,211,265,477,1
1814,\n,FMM:p159:1,FMM:p159:2,265,63,328,0
1815,\n,FMM:p159:2,FMM:p159:3,63,261,324,0
1816,\n,FMM:p159:3,FMM:p160:0,261,154,415,0
1817,\n,FMM:p160:0,FMM:p160:1,154,98,253,1
1818,\n,FMM:p160:1,FMM:p160:2,98,206,305,1
1819,\n,FMM:p160:2,FMM:p160:3,206,100,307,1
1820,\n,FMM:p160:3,FMM:p161:0,100,20,120,0
1821,\n,FMM:p161:0,FMM:p161:1,20,224,245,1
1822,\n,FMM:p161:1,FMM:p161:2,224,236,461,1
1823,\n,FMM:p161:2,FMM:p161:3,236,185,421,0
1824,\n,FMM:p161:3,FMM:p162:0,185,259,444,0
1825,\n,FMM:p162:0,FMM:p162:1,259,231,491,1
1826,\n,FMM:p162:1,FMM:p163:0,231,111,343,1
1827,\n,FMM:p163:0,FMM:p163:1,111,196,307,0
1828,\n,FMM:p163:1,FMM:p163:2,196,245,442,1
1829,\n,FMM:p163:2,FMM:p163:3,245,76,322,1
1830,\n,FMM:p163:3,FMM:p164:0,76,135,211,0
1831,\n,FMM:p164:0,FMM:p164:1,135,227,363,1
1832,\n,FMM:p164:1,FMM:p164:2,227,94,321,0
1833,\n,FMM:p164:2,FMM:p165:0,94,23,117,0
1834,\n,FMM:p165:0,FMM:p165:1,23,257,281,1
1835,\n,FMM:p165:1,FMM:p165:2,257,55,313,1
1836,\n,FMM:p165:2,FMM:p165:3,55,271,326,0
1837,\n,FMM:p165:3,FMM:p165:4,271,63,335,1
1838,\n,FMM:p165:4,FMM:p166:0,63,204,267,0
1839,\n,FMM:p166:0,FMM:p166:1,204,253,458,1
1840,\n,FMM:p166:1,FMM:p166:2,253,68,321,0
1841,\n,FMM:p166:2,FMM:p166:3,68,259,328,1
1842,\n,FMM:p166:3,FMM:p166:4,259,184,443,0
1843,\n,FMM:p166:4,FMM:p167:0,184,216,400,0
1844,\n,FMM:p167:0,FMM:p167:1,216,75,292,1
1845,\n,FMM:p167:1,FMM:p168:0,75,545,621,1
1846,\n,FMM:p168:0,FMM:p168:1,545,72,618,1
1847,\n,FMM:p168:1,FMM:p169:0,72,533,606,1
1848,\n,FMM:p169:0,FMM:p170:0,533,375,909,1
1849,\n,FMM:p170:0,FMM:p170:1,375,103,478,0
1850,\n,FMM:p170:1,FMM:p171:0,103,321,424,0
1851,\n,FMM:p171:0,FMM:p171:1,321,65,387,1
1852,\n,FMM:p171:1,FMM:p171:2,65,236,301,0
1853,\n,FMM:p171:2,FMM:p171:3,236,268,505,1
1854,\n,FMM:p171:3,FMM:p171:4,268,65,333,0
1855,\n,FMM:p171:4,FMM:p172:0,65,275,340,0
1856,\n,FMM:p172:0,FMM:p172:1,275,129,404,0
1857,\n,FMM:p172:1,FMM:p172:2,129,241,370,0
1858,\n,FMM:p172:2,FMM:p173:0,241,231,472,0
1859,\n,FMM:p173:0,FMM:p173:1,231,236,467,0
1860,\n,FMM:p173:1,FMM:p173:2,236,203,440,1
1861,\n,FMM:p173:2,FMM:p174:0,203,208,411,0
1862,\n,FMM:p174:0,FMM:p174:1,208,241,449,0
1863,\n,FMM:p174:1,FMM:p174:2,241,199,441,1
1864,\n,FMM:p174:2,FMM:p175:0,199,262,461,0
1865,\n,FMM:p175:0,FMM:p175:1,262,46,309,1
1866,\n,FMM:p175:1,FMM:p175:2,46,227,273,0
1867,\n,FMM:p175:2,FMM:p176:0,227,289,516,0
1868,\n,FMM:p176:0,FMM:p176:1,289,268,557,0
1869,\n,FMM:p176:1,FMM:p176:2,268,76,344,0
1870,\n,FMM:p176:2,FMM:p177:0,76,318,394,0
1871,\n,FMM:p177:0,FMM:p177:1,318,304,622,0
1872,\n,FMM:p177:1,FMM:p177:2,304,97,401,0
1873,\n,FMM:p177:2,FMM:p178:0,97,279,376,0
1874,\n,FMM:p178:0,FMM:p178:1,279,298,578,1
1875,\n,FMM:p178:1,FMM:p178:2,298,99,397,0
1876,\n,FMM:p178:2,FMM:p178:3,99,278,377,0
1877,\n,FMM:p178:3,FMM:p179:0,278,346,624,0
1878,\n,FMM:p179:0,FMM:p179:1,346,324,670,0
1879,\n,FMM:p179:1,FMM:p180:0,324,244,568,0
1880,\n,FMM:p180:0,FMM:p180:1,244,301,545,0
1881,\n,FMM:p180:1,FMM:p180:2,301,85,387,1
1882,\n,FMM:p180:2,FMM:p181:0,85,157,243,1
1883,\n,FMM:p181:0,FMM:p181:1,157,212,369,0
1884,\n,FMM:p181:1,FMM:p181:2,212,115,328,1
1885,\n,FMM:p181:2,FMM:p181:3,115,182,297,0
1886,\n,FMM:p181:3,FMM:p182:0,182,139,321,0
1887,\n,FMM:p182:0,FMM:p182:1,139,187,327,1
1888,\n,FMM:p182:1,FMM:p182:2,187,221,409,1
1889,\n,FMM:p182:2,FMM:p183:0,221,233,454,0
1890,\n,FMM:p183:0,FMM:p183:1,233,173,406,0
1891,\n,FMM:p183:1,FMM:p183:2,173,49,222,0
1892,\n,FMM:p183:2,FMM:p184:0,49,172,221,0
1893,\n,FMM:p184:0,FMM:p184:1,172,186,359,1
1894,\n,FMM:p184:1,FMM:p184:2,186,272,459,1
1895,\n,FMM:p184:2,FMM:p184:3,272,64,337,1
1896,\n,FMM:p184:3,FMM:p184:4,64,41,105,0
1897,\n,FMM:p184:4,FMM:p185:0,41,167,209,1
1898,\n,FMM:p185:0,FMM:p185:1,167,80,248,1
1899,\n,FMM:p185:1,FMM:p185:2,80,196,277,1
1900,\n,FMM:p185:2,FMM:p186:0,196,136,332,0
1901,\n,FMM:p186:0,FMM:p186:1,136,245,382,1
1902,\n,FMM:p186:1,FMM:p186:2,245,196,442,1
1903,\n,FMM:p186:2,FMM:p186:3,196,289,486,1
1904,\n,FMM:p186:3,FMM:p187:0,289,254,543,0
1905,\n,FMM:p187:0,FMM:p187:1,254,299,554,1
1906,\n,FMM:p187:1,FMM:p188:0,299,289,589,1
1907,\n,FMM:p188:0,FMM:p188:1,289,243,532,0
1908,\n,FMM:p188:1,FMM:p188:2,243,184,428,1
1909,\n,FMM:p188:2,FMM:p189:0,184,266,450,0
1910,\n,FMM:p189:0,FMM:p189:1,266,288,554,0
1911,\n,FMM:p189:1,FMM:p189:2,288,190,479,1
1912,\n,FMM:p189:2,FMM:p190:0,190,205,395,0
1913,\n,FMM:p190:0,FMM:p190:1,205,290,496,1
1914,\n,FMM:p190:1,FMM:p190:2,290,34,324,0
1915,\n,FMM:p190:2,FMM:p190:3,34,244,278,0
1916,\n,FMM:p190:3,FMM:p191:0,244,279,523,0
1917,\n,FMM:p191:0,FMM:p191:1,279,64,344,1
1918,\n,FMM:p191:1,FMM:p191:2,64,303,367,0
1919,\n,FMM:p191:2,FMM:p191:3,303,60,364,1
1920,\n,FMM:p191:3,FMM:p191:4,60,134,194,0
1921,\n,FMM:p191:4,FMM:p192:0,134,268,402,0
1922,\n,FMM:p192:0,FMM:p192:1,268,299,567,0
1923,\n,FMM:p192:1,FMM:p192:2,299,212,511,0
1924,\n,FMM:p192:2,FMM:p193:0,212,277,489,0
1925,\n,FMM:p193:0,FMM:p193:1,277,161,439,1
1926,\n,FMM:p193:1,FMM:p193:2,161,107,269,1
1927,\n,FMM:p193:2,FMM:p194:0,107,182,289,0
1928,\n,FMM:p194:0,FMM:p194:1,182,198,380,0
1929,\n,FMM:p194:1,FMM:p194:2,198,233,432,1
1930,\n,FMM:p194:2,FMM:p195:0,233,203,436,0
1931,\n,FMM:p195:0,FMM:p195:1,203,323,527,1
1932,\n,FMM:p195:1,FMM:p195:2,323,167,490,0
1933,\n,FMM:p195:2,FMM:p196:0,167,265,432,0
1934,\n,FMM:p196:0,FMM:p196:1,265,66,332,1
1935,\n,FMM:p196:1,FMM:p196:2,66,289,355,0
1936,\n,FMM:p196:2,FMM:p196:3,289,227,517,1
1937,\n,FMM:p196:3,FMM:p197:0,227,145,372,0
1938,\n,FMM:p197:0,FMM:p197:1,145,276,421,0
1939,\n,FMM:p197:1,FMM:p197:2,276,319,595,0
1940,\n,FMM:p197:2,FMM:p198:0,319,134,454,1
1941,\n,FMM:p198:0,FMM:p199:0,134,211,345,0
1942,\n,FMM:p199:0,FMM:p199:1,211,210,421,0
1943,\n,FMM:p199:1,FMM:p200:0,210,283,494,1
1944,\n,FMM:p200:0,FMM:p200:1,283,144,427,0
1945,\n,FMM:p200:1,FMM:p201:0,144,436,580,0
1946,\n,FMM:p201:0,FMM:p202:0,436,504,941,1
1947,\n,FMM:p202:0,FMM:p203:0,504,447,952,1
1948,\n,FMM:p203:0,FMM:p204:0,447,197,645,1
1949,\n,FMM:p204:0,FMM:p204:1,197,241,439,1
1950,\n,FMM:p204:1,FMM:p204:2,241,169,411,1
1951,\n,FMM:p204:2,FMM:p205:0,169,22,191,0
1952,\n,FMM:p205:0,FMM:p205:1,22,273,296,1
1953,\n,FMM:p205:1,FMM:p205:2,273,41,315,1
1954,\n,FMM:p205:2,FMM:p205:3,41,55,96,0
1955,\n,FMM:p205:3,FMM:p206:0,55,140,196,1
1956,\n,FMM:p206:0,FMM:p206:1,140,256,397,1
1957,\n,FMM:p206:1,FMM:p206:2,256,153,409,0
1958,\n,FMM:p206:2,FMM:p207:0,153,21,174,0
1959,\n,FMM:p207:0,FMM:p207:1,21,252,274,1
1960,\n,FMM:p207:1,FMM:p207:2,252,62,314,0
1961,\n,FMM:p207:2,FMM:p207:3,62,78,140,0
1962,\n,FMM:p207:3,FMM:p207:4,78,320,398,0
1963,\n,FMM:p207:4,FMM:p207:5,320,142,462,0
1964,\n,FMM:p207:5,FMM:p208:0,142,203,345,0
1965,\n,FMM:p208:0,FMM:p208:1,203,298,502,1
1966,\n,FMM:p208:1,FMM:p208:2,298,143,441,0
1967,\n,FMM:p208:2,FMM:p209:0,143,225,368,0
1968,\n,FMM:p209:0,FMM:p209:1,225,186,412,1
1969,\n,FMM:p209:1,FMM:p209:2,186,249,435,0
1970,\n,FMM:p209:2,FMM:p209:3,249,43,292,0
1971,\n,FMM:p209:3,FMM:p210:0,43,233,276,0
1972,\n,FMM:p210:0,FMM:p210:1,233,133,367,1
1973,\n,FMM:p210:1,FMM:p211:0,133,207,340,0
1974,\n,FMM:p211:0,FMM:p211:1,207,208,416,1
1975,\n,FMM:p211:1,FMM:p211:2,208,109,318,1
1976,\n,FMM:p211:2,FMM:p212:0,109,207,316,0
1977,\n,FMM:p212:0,FMM:p212:1,207,230,438,1
1978,\n,FMM:p212:1,FMM:p212:2,230,284,514,0
1979,\n,FMM:p212:2,FMM:p213:0,284,143,427,0
1980,\n,FMM:p213:0,FMM:p213:1,143,220,363,0
1981,\n,FMM:p213:1,FMM:p213:2,220,186,407,1
1982,\n,FMM:p213:2,FMM:p214:0,186,249,435,0
1983,\n,FMM:p214:0,FMM:p214:1,249,212,461,0
1984,\n,FMM:p214:1,FMM:p214:2,212,182,395,1
1985,\n,FMM:p214:2,FMM:p215:0,182,318,500,0
1986,\n,FMM:p215:0,FMM:p215:1,318,297,615,0
1987,\n,FMM:p215:1,FMM:p216:0,297,181,478,0
1988,\n,FMM:p216:0,FMM:p216:1,181,178,359,0
1989,\n,FMM:p216:1,FMM:p216:2,178,46,225,1
1990,\n,FMM:p216:2,FMM:p216:3,46,306,353,1
1991,\n,FMM:p216:3,FMM:p216:4,306,45,351,0
1992,\n,FMM:p216:4,FMM:p217:0,45,331,376,0
1993,\n,FMM:p217:0,FMM:p217:1,331,279,610,0
1994,\n,FMM:p217:1,FMM:p218:0,279,214,493,0
1995,\n,FMM:p218:0,FMM:p218:1,214,174,389,1
1996,\n,FMM:p218:1,FMM:p218:2,174,171,345,0
1997,\n,FMM:p218:2,FMM:p219:0,171,141,312,0
